order_id,customer_id,order_date,status,region_code
O0439,C0337,2024-08-04 06:26:06,CANCELLED,SOUTH
O0440,C0078,2026-01-08 03:20:09,RETURNED,WEST
O0441,C0102,2026-01-17 08:35:19,PLACED,SOUTH
O0442,C0306,2025-06-28 02:01:16,RETURNED,SOUTH
O0443,C0394,2024-12-17 16:12:46,DELIVERED,EAST
O0444,C0215,2024-08-31 16:05:45,SHIPPED,SOUTH
O0445,C0187,2025-11-21 09:07:11,CANCELLED,NORTH
O0446,C0156,2025-08-16 02:01:21,RETURNED,NORTH
O0447,C0453,2024-09-13 01:44:59,CANCELLED,NORTH
O0448,C0418,2025-12-07 23:52:16,CANCELLED,NORTH
O0449,C0121,2026-06-27 15:05:47,DELIVERED,NORTH
O0450,C0299,27-10-2025,CANCELLED,WEST
O0451,C0441,2024-11-05 11:37:05,RETURNED,EAST
O0452,C0490,2026-04-13 11:36:51,CANCELLED,EAST
O0453,C0390,2026-04-14 02:34:38,SHIPPED,EAST
O0454,C0317,2025-06-04 00:34:24,DELIVERED,EAST
O0455,C0266,2026-02-23 00:47:37,DELIVERED,NORTH
O0456,C0180,2025-09-06 02:05:53,CANCELLED,EAST
O0457,C0285,2025-09-07 05:40:01,PLACED,NORTH
O0458,C0043,2026-04-18 08:39:45,PLACED,WEST
O0459,C0329,2025-07-03 10:10:08,CANCELLED,SOUTH
O0460,C0419,2026-01-25 05:03:47,PLACED,SOUTH
O0461,C0346,2024-08-24 15:50:48,SHIPPED,NORTH
O0462,C0244,2026-07-01 21:50:41,CANCELLED,SOUTH
O0463,C0158,2025-07-15 19:27:38,PLACED,EAST
O0464,C0494,2025-04-18 05:02:51,DELIVERED,EAST
O0465,C0428,2024-11-04 20:03:26,DELIVERED,SOUTH
O0466,C0339,2026-01-29 01:33:45,SHIPPED,SOUTH
O0467,C0319,2025-04-30 10:00:00,DELIVERED,EAST
O0468,C0274,2024-12-20 21:34:10,RETURNED,WEST
O0469,C0270,2024-08-11 20:26:21,DELIVERED,EAST
O0470,C0412,2025-09-15 15:01:17,RETURNED,EAST
O0471,C0253,2024-07-31 20:28:48,CANCELLED,NORTH
O0472,C0113,2025-07-09 16:44:11,CANCELLED,NORTH
O0473,C0285,2026-04-18 17:14:02,RETURNED,NORTH
O0474,C0258,2026-04-11 16:57:05,SHIPPED,NORTH
O0475,C0473,2024-08-28 08:42:47,SHIPPED,EAST
O0476,C0384,2025-02-08 14:34:17,PLACED,EAST
O0477,C0456,2025-03-11 04:37:59,PLACED,NORTH
O0478,C0332,2026-06-27 16:59:11,CANCELLED,NORTH
O0479,C0167,2026-04-28 22:55:52,CANCELLED,WEST
O0480,C0002,2026-07-08 10:21:02,DELIVERED,SOUTH
O0481,C0346,2025-09-07 20:36:07,DELIVERED,NORTH
O0482,C0290,2024-11-07 05:37:44,CANCELLED,SOUTH
O0483,C0166,2025-09-06 03:02:17,SHIPPED,SOUTH
O0484,C0228,2025-04-07 08:37:23,SHIPPED,WEST
O0485,C0079,2025-01-03 06:23:48,DELIVERED,SOUTH
O0486,C0265,2025-02-06 03:45:43,RETURNED,EAST
O0487,C0221,2026-03-02 16:59:10,PLACED,EAST
O0488,C0300,2025-01-30 04:40:31,PLACED,WEST
O0489,C0470,2026-06-14 18:31:33,DELIVERED,NORTH
O0490,C0162,2025-12-15 01:16:58,DELIVERED,NORTH
O0491,C0242,2024-07-22 11:57:05,DELIVERED,WEST
O0492,C0059,2024-09-24 06:50:44,RETURNED,SOUTH
O0493,C0139,2025-06-14 12:04:53,DELIVERED,EAST
O0494,C0180,2024-12-29 13:32:28,DELIVERED,EAST
O0495,C0270,2026-04-25 14:04:47,PLACED,SOUTH
O0496,C0296,2024-08-18 22:53:14,DELIVERED,EAST
O0497,C0252,2025-10-22 00:36:01,DELIVERED,EAST
O0498,C0137,2025-11-24 11:42:23,CANCELLED,SOUTH
O0499,C0191,14-06-2026,CANCELLED,WEST
O0500,C0180,2025-12-21 00:37:39,RETURNED,SOUTH
