item_id,order_id,product_id,quantity,unit_price,discount_percent
I00608,O0376,P0479,2,2113.78,97.23
I00609,O0490,P0359,1,8146.8,61.23
I00610,O0101,P0201,5,5569.12,87.53
I00611,O0220,P0445,4,8299.18,77.11
I00612,O0095,P0350,2,6580.42,70.18
I00613,O0150,P0375,1,4299.72,68.97
I00614,O0252,P0078,2,8539.38,62.03
I00615,O0311,P0104,5,7130.21,62.33
I00616,O0026,P0002,4,9837.43,45.97
I00617,O0486,P0440,5,1500.85,45.18
I00618,O0236,P0485,3,463.33,29.41
I00619,O0267,P0326,2,4146.7,93.69
I00620,O0469,P0449,1,3354.7,91.67
I00621,O0188,P0497,5,6462.09,52.51
I00622,O0043,P0189,5,9862.05,6.93
I00623,O0187,P0106,3,4228.72,92.39
I00624,O0079,P0407,4,2421.07,62.8
I00625,O0161,P0453,2,6857.06,34.95
I00626,O0165,P0372,2,6555.53,10.17
I00627,O0136,P0059,2,531.63,13.96
I00628,O0044,P0450,5,317.64,46.86
I00629,O0435,P0029,1,7461.4,35.4
I00630,O0427,P0103,4,650.51,56.69
I00631,O0402,P0227,2,3878.56,47.94
I00632,O0169,P0339,1,3808.94,13.14
I00633,O0427,P0321,5,3786.35,5.25
I00634,O0278,P0321,-3,774.42,71.54
I00635,O0107,P0242,5,6566.83,87.1
I00636,O0212,P0326,1,2898.29,72.28
I00637,O0163,P0432,3,5952.7,22.13
I00638,O0476,P0303,2,1624.92,90.92
I00639,O0397,P0067,3,4038.34,75.2
I00640,O0071,P0324,3,7469.66,62.61
I00641,O0018,P0199,3,6732.42,92.22
I00642,O0220,P0302,2,5726.59,17.63
I00643,O0378,P0435,5,6767.65,66.45
I00644,O0377,P0490,2,3876.58,0.13
I00645,O0021,P0110,-3,7800.89,79.96
I00646,O0114,P0290,1,6431.04,29.34
I00647,O0411,P0326,1,4538.48,74.52
I00648,O0273,P0239,4,4359.33,76.31
I00649,O0020,P0496,1,8811.56,86.67
I00650,O0159,P0302,1,6700.66,15.28
I00651,O0453,P0217,5,6110.62,3.16
I00652,O0207,P0402,3,6372.71,65.56
I00653,O0083,P0330,5,8032.54,40.12
I00654,O0046,P0369,5,459.36,11.75
I00655,O0463,P0419,3,968.67,97.24
I00656,O0335,P0101,-3,214.49,28.94
I00657,O0192,P0368,3,8967.79,42.29
I00658,O0116,P0245,1,3870.16,82.99
I00659,O0139,P0439,2,2523.91,44.98
I00660,O0068,P0351,2,3269.5,3.46
I00661,O0412,P0209,2,2301.58,34.7
I00662,O0061,P0380,2,7170.79,94.89
I00663,O0223,P0257,4,1530.26,69.82
I00664,O0344,P0317,3,2877.37,79.45
I00665,O0382,P0258,4,4346.16,23.32
I00666,O0435,P0114,2,2237.03,21.12
I00667,O0129,P0058,2,4318.51,10.74
I00668,O0321,P0300,1,9351.61,50.22
I00669,O0405,P0267,2,7165.37,43.22
I00670,O0496,P0264,5,8920.31,14.87
I00671,O0265,P0139,2,3762.14,4.17
I00672,O0237,P0185,5,3880.45,5.18
I00673,O0303,P0054,4,3260.43,8.72
I00674,O0088,P0380,3,8788.75,96.92
I00675,O0423,P0174,2,1832.8,60.93
I00676,O0319,P0211,3,8845.7,86.4
I00677,O0049,P0034,4,6573.37,9.13
I00678,O0154,P0342,5,1212.95,76.65
I00679,O0259,P0185,5,1080.36,56.16
I00680,O0448,P0258,3,4670.11,21.11
I00681,O0129,P0137,4,7216.52,53.77
I00682,O0176,P0120,2,6047.2,4.98
I00683,O0063,P0415,3,5088.96,52.59
I00684,O0135,P0122,3,7412.41,42.68
I00685,O0308,P0350,3,4910.77,71.19
I00686,O0051,P0404,3,3013.87,46.13
I00687,O0015,P0438,3,1944.44,64.27
I00688,O0240,P0497,5,4344.6,31.35
I00689,O0347,P0226,2,5718.2,1.5
I00690,O0245,P0044,3,704.43,85.25
I00691,O0230,P0077,5,8411.05,15.31
I00692,O0343,P0337,4,6742.14,66.33
I00693,O0462,P0457,4,3557.34,47.06
I00694,O0137,P0285,3,7046.32,16.75
I00695,O0046,P0345,4,6605.45,88.08
I00696,O0005,P0242,5,5476.0,71.55
I00697,O0081,P0389,5,8510.94,84.09
I00698,O0456,P0319,5,2932.89,71.75
I00699,O0448,P0154,2,4430.68,53.91
I00700,O0210,P0490,4,9750.08,38.12
I00701,O0259,P0033,1,4620.86,4.69
I00702,O0149,P0166,2,6613.22,43.79
I00703,O0488,P0083,5,5060.7,81.15
I00704,O0416,P0340,2,9853.15,82.48
I00705,O0224,P0329,2,7202.02,70.71
I00706,O0264,P0190,1,1456.95,2.84
I00707,O0100,P0023,4,4474.63,66.94
I00708,O0386,P0086,4,957.63,98.58
I00709,O0085,P0457,1,8743.04,91.67
I00710,O0302,P0093,2,7633.22,84.39
I00711,O0077,P0092,-1,3101.33,5.87
I00712,O0418,P0349,2,2479.28,64.38
I00713,O0011,P0263,5,8715.28,91.42
I00714,O0445,P0343,5,7583.64,38.25
I00715,O0091,P0311,1,5073.77,34.35
I00716,O0390,P0409,3,1064.9,24.35
I00717,O0088,P0008,4,1160.51,86.49
I00718,O0269,P0257,3,9127.13,18.84
I00719,O0384,P0436,2,1578.0,86.44
I00720,O0247,P0101,1,3056.79,68.52
I00721,O0315,P0348,5,4180.13,66.79
I00722,O0327,P0371,5,2694.55,13.99
I00723,O0046,P0296,1,3750.49,20.73
I00724,O0482,P0389,5,798.12,91.91
I00725,O0144,P0065,2,4663.45,72.09
I00726,O0053,P0335,5,3456.47,51.36
I00727,O0320,P0298,1,2355.53,90.62
I00728,O0058,P0176,2,9523.91,5.11
I00729,O0124,P0033,1,7647.33,92.95
I00730,O0073,P0488,3,8643.82,30.04
I00731,O0471,P0472,1,2787.35,71.59
I00732,O0388,P0164,5,3730.83,99.22
I00733,O0334,P0022,2,7788.94,44.14
I00734,O0459,P0167,4,8640.57,23.6
I00735,O0051,P0229,5,6275.41,98.7
I00736,O0056,P0396,2,4312.48,34.3
I00737,O0400,P0305,4,447.47,34.31
I00738,O0378,P0146,2,2458.79,27.08
I00739,O0198,P0168,4,5810.1,30.2
I00740,O0031,P0144,3,6026.36,4.93
I00741,O0096,P0082,2,9962.49,47.39
I00742,O0046,P0456,4,4106.4,84.83
I00743,O0202,P0060,2,6669.38,75.98
I00744,O0059,P0417,5,7277.88,49.51
I00745,O0164,P0425,1,7561.11,31.9
I00746,O0237,P0241,1,4437.72,18.23
I00747,O0445,P0001,5,1764.96,52.08
I00748,O0472,P0231,5,9398.79,65.26
I00749,O0267,P0167,4,8815.33,64.85
I00750,O0452,P0415,3,6079.88,65.25
I00751,O0128,P0461,5,5866.02,25.77
I00752,O0198,P0108,1,8690.17,19.93
I00753,O0129,P0356,5,9088.29,98.88
I00754,O0435,P0438,3,9062.28,7.04
I00755,O0362,P0034,2,8760.75,68.06
I00756,O0089,P0317,5,9156.74,53.19
I00757,O0117,P0256,3,9593.11,49.74
I00758,O0178,P0073,-1,2943.14,14.02
I00759,O0032,P0291,1,1864.57,66.16
I00760,O0050,P0080,1,6022.82,82.56
I00761,O0290,P0147,2,7560.82,44.98
I00762,O0243,P0099,1,9549.05,85.54
I00763,O0018,P0135,2,8712.42,43.18
I00764,O0288,P0044,1,8655.48,56.18
I00765,O0270,P0376,-2,6834.5,77.85
I00766,O0480,P0233,3,3422.83,32.56
I00767,O0066,P0023,5,6312.71,54.52
I00768,O0273,P0301,1,6602.09,53.16
I00769,O0341,P0058,2,978.67,2.94
I00770,O0007,P0109,2,7783.53,4.72
I00771,O0451,P0119,3,6385.18,14.04
I00772,O0197,P0188,4,798.98,0.58
I00773,O0308,P0374,5,9404.68,85.14
I00774,O0449,P0146,1,695.54,52.33
I00775,O0084,P0037,5,3700.88,82.05
I00776,O0153,P0047,3,8034.14,73.25
I00777,O0472,P0253,2,9993.04,39.5
I00778,O0196,P0340,2,8438.93,87.48
I00779,O0061,P0460,3,5491.73,64.15
I00780,O0260,P0281,2,7230.64,99.92
I00781,O0471,P0425,5,7654.82,29.53
I00782,O0196,P0263,3,5637.2,88.08
I00783,O0337,P0209,2,3337.5,30.19
I00784,O0360,P0403,5,5261.24,19.92
I00785,O0262,P0316,3,2904.06,72.04
I00786,O0461,P0276,2,1909.09,78.05
I00787,O0014,P0118,1,8560.66,26.1
I00788,O0078,P0416,5,4981.41,29.32
I00789,O0107,P0135,1,5973.88,32.98
I00790,O0473,P0093,5,3927.08,77.83
I00791,O0429,P0399,4,2061.06,49.23
I00792,O0191,P0346,2,4818.35,87.76
I00793,O0468,P0299,-2,2634.92,7.48
I00794,O0053,P0253,4,275.92,86.72
I00795,O0320,P0039,5,5642.39,55.46
I00796,O0157,P0395,5,3135.11,24.6
I00797,O0315,P0374,2,8595.24,63.9
I00798,O0046,P0006,5,3597.53,49.92
I00799,O0433,P0263,2,1910.05,49.05
I00800,O0085,P0402,1,2700.92,33.94
I00801,O0173,P0164,2,1843.75,30.7
I00802,O0411,P0499,1,8331.05,54.98
I00803,O0042,P0375,3,5147.83,11.14
I00804,O0476,P0305,1,5615.23,91.75
I00805,O0129,P0434,4,3465.87,42.89
I00806,O0099,P0348,4,5667.41,59.35
I00807,O0453,P0446,4,9902.25,40.39
I00808,O0184,P0037,5,8001.31,54.66
I00809,O0325,P0200,3,8889.88,66.09
I00810,O0292,P0492,5,6013.71,46.17
I00811,O0147,P0493,3,3871.79,10.43
I00812,O0287,P0131,1,2744.51,92.54
I00813,O0090,P0223,4,2460.27,96.53
I00814,O0403,P0092,5,8552.0,68.69
I00815,O0001,P0166,2,9614.0,75.68
I00816,O0093,P0440,4,5641.13,86.36
I00817,O0444,P0381,3,9470.54,43.37
I00818,O0370,P0366,5,1348.04,81.46
I00819,O0024,P0483,3,5830.36,39.43
I00820,O0329,P0483,3,8397.24,23.36
I00821,O0170,P0239,1,4361.36,84.19
I00822,O0439,P0497,5,3234.52,55.28
I00823,O0297,P0027,2,792.51,21.95
I00824,O0313,P0273,5,761.4,56.19
I00825,O0458,P0042,4,3904.68,14.17
I00826,O0423,P0163,3,3482.61,94.17
I00827,O0104,P0235,5,494.4,2.28
I00828,O0107,P0395,4,7423.91,57.82
I00829,O0301,P0287,1,6852.0,77.45
I00830,O0233,P0476,4,1621.81,53.23
I00831,O0054,P0443,1,4435.05,25.52
I00832,O0323,P0380,4,3918.69,9.16
I00833,O0432,P0478,2,5038.7,75.45
I00834,O0306,P0412,4,3802.07,46.86
I00835,O0190,P0348,3,3867.96,98.86
I00836,O0190,P0347,-1,8772.89,55.65
I00837,O0013,P0478,4,2415.83,46.53
I00838,O0361,P0472,4,9919.78,76.37
I00839,O0164,P0004,2,3639.14,35.06
I00840,O0463,P0185,2,5632.19,27.77
I00841,O0091,P0231,3,9030.47,29.85
I00842,O0492,P0037,4,1496.3,96.93
I00843,O0221,P0308,4,6336.37,9.37
I00844,O0432,P0340,5,9633.04,17.77
I00845,O0475,P0134,5,4393.64,25.84
I00846,O0238,P0466,1,9628.05,80.21
I00847,O0057,P0272,4,2474.6,34.59
I00848,O0441,P0112,2,2085.79,54.8
I00849,O0247,P0244,4,2934.07,79.96
I00850,O0486,P0411,4,9256.34,35.46
I00851,O0071,P0387,5,7549.65,6.34
I00852,O0365,P0241,5,2255.27,65.46
I00853,O0218,P0395,1,4324.66,50.98
I00854,O0178,P0489,-1,5514.61,50.34
I00855,O0412,P0292,3,2126.37,13.83
I00856,O0395,P0460,2,9415.71,15.42
I00857,O0068,P0274,1,3410.09,14.98
I00858,O0437,P0292,5,8912.11,17.69
I00859,O0089,P0240,3,9479.02,87.98
I00860,O0493,P0073,2,4542.52,33.28
I00861,O0120,P0480,3,2443.43,54.19
I00862,O0113,P0040,5,884.18,19.3
I00863,O0328,P0158,5,5873.94,42.92
I00864,O0119,P0053,5,5863.5,97.23
I00865,O0395,P0327,1,4061.82,0.88
I00866,O0302,P0191,3,4931.62,54.14
I00867,O0419,P0349,1,941.58,38.85
I00868,O0486,P0348,3,9492.74,97.78
I00869,O0241,P0184,1,5601.16,70.36
I00870,O0188,P0275,4,9151.58,99.73
I00871,O0418,P0257,5,3240.99,71.46
I00872,O0170,P0405,4,9175.53,28.99
I00873,O0473,P0426,5,3449.5,76.94
I00874,O0320,P0399,2,3107.73,26.37
I00875,O0222,P0391,1,5701.21,55.7
I00876,O0429,P0484,5,4626.07,70.98
I00877,O0217,P0055,2,1925.86,86.91
I00878,O0163,P0291,5,2349.41,66.89
I00879,O0337,P0255,4,2343.91,76.55
I00880,O0098,P0164,1,5022.46,50.18
I00881,O0258,P0378,2,8359.95,46.53
I00882,O0351,P0499,4,5155.9,84.83
I00883,O0458,P0151,1,8413.81,11.07
I00884,O0461,P0148,1,3247.45,48.2
I00885,O0440,P0271,1,7305.37,85.62
I00886,O0316,P0062,4,2199.04,86.4
I00887,O0052,P0272,5,7156.28,39.89
I00888,O0241,P0029,2,8121.94,30.23
I00889,O0156,P0482,1,7101.92,37.89
I00890,O0250,P0251,2,2086.06,71.95
I00891,O0050,P0031,4,8751.2,48.38
I00892,O0133,P0406,-3,5997.56,5.97
I00893,O0409,P0463,2,1419.99,88.01
I00894,O0343,P0308,1,7447.13,53.12
I00895,O0325,P0262,2,6331.22,98.84
I00896,O0470,P0062,4,3735.92,41.99
I00897,O0429,P0015,1,2946.62,95.39
I00898,O0483,P0146,4,1704.84,72.98
I00899,O0467,P0338,1,4237.11,65.01
I00900,O0066,P0031,5,1980.96,32.47
I00901,O0178,P0187,1,2214.82,9.6
I00902,O0304,P0112,1,8822.29,65.18
I00903,O0304,P0452,4,1522.15,36.3
I00904,O0359,P0009,1,6734.31,6.38
I00905,O0014,P0121,4,9063.9,55.18
I00906,O0362,P0355,5,8470.23,64.69
I00907,O0351,P0072,3,3574.53,71.42
I00908,O0211,P0380,3,2671.92,68.46
I00909,O0424,P0279,4,1223.58,86.95
I00910,O0493,P0195,4,4615.66,27.06
I00911,O0430,P0482,1,3259.02,62.22
I00912,O0234,P0005,1,8289.6,5.18
I00913,O0425,P0308,3,2990.5,54.35
I00914,O0301,P0344,3,5711.21,63.27
I00915,O0078,P0045,3,4472.13,47.46
I00916,O0351,P0227,2,2624.99,9.81
I00917,O0438,P0346,3,8240.99,77.13
I00918,O0190,P0477,3,428.45,23.28
I00919,O0233,P0133,2,1608.84,59.67
I00920,O0497,P0070,5,4608.71,52.7
I00921,O0039,P0476,5,452.5,51.31
I00922,O0156,P0203,5,1444.81,79.49
I00923,O0485,P0183,5,8336.48,49.59
I00924,O0257,P0493,5,9408.37,13.3
I00925,O0421,P0302,1,782.18,37.11
I00926,O0234,P0243,2,5412.52,46.28
I00927,O0133,P0189,2,9217.19,46.72
I00928,O0278,P0458,5,1712.72,4.15
I00929,O0414,P0436,4,564.89,31.94
I00930,O0430,P0008,1,2407.33,27.0
I00931,O0257,P0304,1,6907.57,38.86
I00932,O0343,P0360,4,2516.14,95.57
I00933,O0437,P0352,5,7674.52,20.38
I00934,O0394,P0365,2,2460.53,38.93
I00935,O0264,P0064,1,4933.6,40.84
I00936,O0356,P0098,2,1036.76,67.3
I00937,O0214,P0384,2,4146.74,27.42
I00938,O0296,P0139,3,7664.66,37.61
I00939,O0063,P0210,3,8480.63,66.19
I00940,O0130,P0452,1,4041.83,3.39
I00941,O0359,P0363,2,8565.3,0.35
I00942,O0415,P0175,5,3751.17,82.09
I00943,O0029,P0368,5,9169.58,94.44
I00944,O0067,P0075,3,287.93,84.64
I00945,O0090,P0045,5,6050.5,84.78
I00946,O0060,P0065,1,6065.05,10.08
I00947,O0184,P0409,4,5837.25,3.34
I00948,O0007,P0287,4,3605.97,5.13
I00949,O0195,P0404,1,5117.97,70.28
I00950,O0360,P0182,3,6219.15,57.54
I00951,O0373,P0210,5,8366.82,67.46
I00952,O0340,P0364,5,4016.6,38.18
I00953,O0027,P0212,2,7199.93,74.73
I00954,O0367,P0062,4,9571.36,1.96
I00955,O0224,P0083,-3,3400.87,70.91
I00956,O0166,P0452,5,5574.25,2.55
I00957,O0208,P0107,4,9180.58,47.92
I00958,O0458,P0360,3,1474.3,40.14
I00959,O0285,P0360,2,9960.12,37.46
I00960,O0457,P0346,5,5641.4,83.43
I00961,O0254,P0373,3,9437.64,20.31
I00962,O0330,P0107,2,5842.9,29.91
I00963,O0348,P0131,1,3767.02,57.74
I00964,O0165,P0124,4,6156.28,58.98
I00965,O0087,P0177,4,2027.16,70.79
I00966,O0486,P0161,3,4394.46,31.01
I00967,O0263,P0121,2,5942.49,91.2
I00968,O0418,P0077,1,3575.81,75.35
I00969,O0138,P0304,2,7323.36,64.57
I00970,O0438,P0443,4,2187.61,7.0
I00971,O0184,P0215,2,1049.4,16.63
I00972,O0142,P0437,4,8759.22,99.08
I00973,O0059,P0287,4,1451.5,47.41
I00974,O0175,P0010,4,6498.61,79.67
I00975,O0487,P0096,5,9580.7,44.79
I00976,O0125,P0130,4,359.49,24.95
I00977,O0351,P0013,3,1417.74,8.4
I00978,O0312,P0219,3,2902.2,69.75
I00979,O0375,P0155,1,6065.68,13.18
I00980,O0264,P0433,5,1090.15,28.98
I00981,O0340,P0420,5,2999.11,81.88
I00982,O0493,P0365,1,5426.21,61.27
I00983,O0344,P0365,4,9602.99,72.46
I00984,O0256,P0370,3,4492.09,31.4
I00985,O0128,P0435,4,8313.73,61.85
I00986,O0222,P0041,4,5010.16,98.99
I00987,O0069,P0496,1,4395.25,15.42
I00988,O0402,P0075,1,982.1,10.98
I00989,O0436,P0038,4,2116.62,62.11
I00990,O0059,P0431,1,6258.3,59.3
I00991,O0032,P0488,2,4749.11,34.22
I00992,O0261,P0309,3,5517.83,6.25
I00993,O0420,P0367,1,9590.58,21.19
I00994,O0293,P0421,4,4054.32,28.31
I00995,O0163,P0402,2,5414.97,24.06
I00996,O0197,P0199,1,8058.22,38.19
I00997,O0022,P0356,3,8928.78,78.53
I00998,O0465,P0414,1,6040.6,92.16
I00999,O0486,P0500,2,4001.95,92.06
I01000,O0480,P0172,4,6792.62,76.93
